Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
restore,18,18,4.96,10.78,3.23,1.00
sportsman,18,18,0.69,10.78,3.72,1.00
stud,18,18,6.94,10.78,3.08,1.00
telegram,18,18,9.24,10.78,2.98,1.00
tolerant,18,18,1.27,10.78,3.73,1.00
uncivilized,18,18,0.69,10.78,2.67,1.00
valve,18,18,4.84,10.78,3.81,1.00
weedy,19,18,0.29,10.78,3.96,0.95
winery,18,18,0.33,10.78,3.66,1.00
wrathful,18,18,0.10,10.78,2.67,1.00
anvil,19,19,0.63,10.79,4.64,1.00
array,21,19,2.12,10.79,3.39,0.90
candid,19,19,2.00,10.79,3.51,1.00
charmer,19,19,1.24,10.79,3.85,1.00
chessman,18,14,0.04,10.79,2.97,0.78
chevron,20,19,0.31,10.79,3.10,0.95
clerical,19,19,0.98,10.79,3.12,1.00
climax,19,19,1.94,10.79,2.04,1.00
compact,19,19,1.69,10.79,3.57,1.00
compile,19,19,0.53,10.79,2.10,1.00
corned,19,14,1.39,10.79,4.61,0.74
delirious,19,19,2.65,10.79,2.82,1.00
density,19,19,1.43,10.79,2.30,1.00
diversity,19,19,1.10,10.79,2.99,1.00
endlessness,19,19,0.02,10.79,3.12,1.00
entanglement,19,19,0.16,10.79,2.88,1.00
flourless,20,19,0.02,10.79,2.62,0.95
freebie,19,19,0.80,10.79,3.39,1.00
geeky,19,19,0.47,10.79,3.68,1.00
gridlock,19,19,0.27,10.79,3.05,1.00
hallow,19,19,0.18,10.79,2.95,1.00
handiwork,19,19,0.75,10.79,2.64,1.00
hyperventilation,19,19,0.12,10.79,3.21,1.00
landfall,20,19,0.49,10.79,3.01,0.95
manufacturer,19,19,1.78,10.79,2.90,1.00
moderation,19,19,0.73,10.79,2.94,1.00
nonperformance,19,19,0.02,10.79,3.19,1.00
nonresponsive,19,19,0.18,10.79,2.12,1.00
operational,19,19,3.82,10.79,3.55,1.00
orthodontics,20,19,0.04,10.79,2.70,0.95
parish,19,19,3.02,10.79,3.31,1.00
passion,19,19,19.76,10.79,3.90,1.00
peeved,19,19,0.45,10.79,2.68,1.00
persuade,19,19,6.39,10.79,3.05,1.00
picket,19,19,2.22,10.79,2.82,1.00
placekicker,20,14,0.04,10.79,3.07,0.70
punctual,19,19,1.12,10.79,2.80,1.00
regurgitate,19,19,0.24,10.79,2.94,1.00
senate,19,19,6.49,10.79,3.31,1.00
sissified,18,14,0.04,10.79,3.79,0.78
splendor,19,19,1.18,10.79,2.46,1.00
tastelessness,19,19,0.04,10.79,2.51,1.00
tubing,20,19,0.69,10.79,5.21,0.95
unchallenging,19,19,0.02,10.79,2.53,1.00
uncork,20,19,0.24,10.79,3.49,0.95
unrevealed,19,19,0.04,10.79,2.84,1.00
unsightly,19,19,0.37,10.79,2.74,1.00
underlie,21,20,#N/A,10.79,3.06,0.95
airship,20,20,0.59,10.80,3.21,1.00
apparel,20,20,0.69,10.80,2.38,1.00
beluga,18,15,0.55,10.80,3.36,0.83
blaspheme,20,20,0.27,10.80,3.82,1.00
centerfold,20,20,0.67,10.80,3.02,1.00
coattail,20,20,0.06,10.80,3.00,1.00
concussion,20,20,4.49,10.80,3.69,1.00
daystar,20,10,0.04,10.80,3.36,0.50
deadliness,20,20,0.02,10.80,3.52,1.00
defensible,18,15,0.24,10.80,2.40,0.83
demount,19,15,0.02,10.80,3.55,0.79
dreamless,20,20,0.12,10.80,3.40,1.00
excavate,18,15,0.20,10.80,3.30,0.83
fieldwork,20,20,0.22,10.80,3.12,1.00
fractional,20,20,0.02,10.80,3.22,1.00
lionhearted,19,15,0.08,10.80,3.84,0.79
loophole,20,20,1.02,10.80,4.75,1.00
madding,20,15,0.06,10.80,2.68,0.75
monastic,18,10,0.08,10.80,2.70,0.56
multitude,20,20,0.57,10.80,3.09,1.00
pedestal,20,20,1.31,10.80,3.09,1.00
pickaninny,18,10,0.14,10.80,4.61,0.56
quivery,18,15,0.02,10.80,3.82,0.83
rollerblade,20,20,#N/A,10.80,6.99,1.00
slaughterhouse,20,20,1.25,10.80,3.05,1.00
tippler,20,10,0.02,10.80,4.83,0.50
wetland,20,20,0.10,10.80,2.09,1.00
leary,20,19,1.78,10.80,3.40,0.95
capricorn,22,22,1.82,10.81,2.71,1.00
alpaca,20,16,0.20,10.81,2.99,0.80
boardroom,19,16,0.76,10.81,3.17,0.84
commend,21,21,1.78,10.81,3.67,1.00
conceal,21,21,2.53,10.81,2.48,1.00
dueler,18,16,0.02,10.81,3.53,0.89
faze,20,16,0.43,10.81,3.85,0.80
justness,19,16,0.02,10.81,2.43,0.84
odorant,19,16,0.02,10.81,2.88,0.84
outdoorsy,18,16,0.24,10.81,3.31,0.89
prejudge,18,16,0.02,10.81,2.69,0.89
pushover,21,21,1.24,10.81,2.96,1.00
softheaded,18,16,0.06,10.81,4.23,0.89
wailer,19,16,0.10,10.81,4.09,0.84
whig,20,17,0.06,10.81,4.30,0.85
leukemia,21,21,1.90,10.82,3.75,1.00
bridgeless,18,17,0.02,10.82,3.83,0.94
cheapish,19,17,0.02,10.82,4.67,0.89
curbstone,19,17,0.06,10.82,3.15,0.89
darkling,19,11,0.10,10.82,4.02,0.58
enactment,20,17,0.02,10.82,3.30,0.85
equip,18,17,0.33,10.82,2.30,0.94
fiber,22,22,3.06,10.82,3.02,1.00
ineffectiveness,18,17,0.02,10.82,2.96,0.94
megastar,19,17,0.08,10.82,4.11,0.89
nonpublic,18,17,0.02,10.82,3.00,0.94
playact,18,17,0.02,10.82,3.43,0.94
reconciliation,18,17,1.02,10.82,3.00,0.94
residue,22,22,2.75,10.82,2.50,1.00
revealer,18,17,0.02,10.82,3.03,0.94
sacker,18,11,0.25,10.82,2.52,0.61
skimmer,19,17,0.14,10.82,4.08,0.89
sleuth,19,17,0.20,10.82,3.30,0.89
sod,18,17,1.84,10.82,3.57,0.94
thankless,18,17,0.41,10.82,3.15,0.94
thrasher,19,17,0.06,10.82,4.82,0.89
truehearted,18,17,0.02,10.82,3.50,0.94
tussle,19,17,0.47,10.82,3.61,0.89
underpowered,18,17,0.06,10.82,3.15,0.94
tut,20,15,0.96,10.83,4.09,0.75
ablaze,19,18,0.41,10.83,2.68,0.95
assert,18,18,0.84,10.83,2.71,1.00
associate,18,18,8.98,10.83,2.98,1.00
barrack,18,18,0.35,10.83,3.85,1.00
blackhead,18,18,0.08,10.83,1.65,1.00
carbohydrate,18,18,0.08,10.83,3.19,1.00
coma,18,18,12.27,10.83,3.29,1.00
companionship,18,18,1.88,10.83,3.57,1.00
contributor,18,18,0.35,10.83,2.09,1.00
cosmetic,19,18,1.80,10.83,2.87,0.95
counterfeit,18,18,3.08,10.83,2.15,1.00
crabgrass,19,18,0.12,10.83,3.75,0.95
deceased,18,18,6.29,10.83,4.16,1.00
deceptive,18,18,0.51,10.83,3.55,1.00
devastation,19,18,0.96,10.83,2.96,0.95
effective,18,18,10.51,10.83,3.43,1.00
embody,18,18,0.31,10.83,2.79,1.00
faithfulness,18,18,0.20,10.83,2.98,1.00
fortify,18,18,0.24,10.83,2.81,1.00
gauge,19,18,2.20,10.83,2.46,0.95
gooney,19,12,0.16,10.83,3.33,0.63
grandstand,18,18,0.61,10.83,2.94,1.00
gullible,18,18,1.25,10.83,2.68,1.00
hairpiece,18,18,0.37,10.83,4.09,1.00
headsman,21,18,0.16,10.83,4.42,0.86
hefty,18,18,1.22,10.83,3.42,1.00
individualize,18,18,0.08,10.83,3.78,1.00
jackdaw,20,6,0.02,10.83,3.60,0.30
marksman,19,18,1.45,10.83,3.45,0.95
menstrual,18,18,0.53,10.83,2.48,1.00
mutation,18,18,1.73,10.83,2.26,1.00
nearside,19,18,0.02,10.83,3.90,0.95
nonmetal,20,18,#N/A,10.83,2.66,0.90
nuclear,18,18,18.98,10.83,2.53,1.00
obstinacy,18,12,0.10,10.83,4.69,0.67
opportune,19,18,0.27,10.83,2.87,0.95
outgun,18,12,0.02,10.83,3.01,0.67
penetrate,18,18,2.86,10.83,2.55,1.00
praline,20,18,0.27,10.83,3.38,0.90
prop,18,18,3.69,10.83,3.87,1.00
recharger,18,18,0.04,10.83,3.59,1.00
refresh,18,18,2.49,10.83,4.37,1.00
republic,18,18,5.61,10.83,3.57,1.00
scandal,18,18,8.12,10.83,2.04,1.00
shrinkage,18,18,0.24,10.83,4.12,1.00
skitter,18,12,0.06,10.83,3.10,0.67
soberness,19,18,0.02,10.83,2.81,0.95
southernmost,19,18,0.08,10.83,2.85,0.95
spanker,19,18,0.06,10.83,4.57,0.95
spyglass,19,18,0.27,10.83,4.64,0.95
squawker,20,18,0.02,10.83,4.33,0.90
supernova,18,18,0.39,10.83,2.41,1.00
symmetrical,18,18,0.59,10.83,3.29,1.00
timidity,18,18,0.12,10.83,3.00,1.00
torturer,19,18,0.25,10.83,3.50,0.95
trendy,18,18,0.86,10.83,4.18,1.00
twill,18,12,0.25,10.83,4.26,0.67
unguided,18,18,0.06,10.83,2.92,1.00
unmapped,19,18,0.06,10.83,2.87,0.95
unprofessional,18,18,1.51,10.83,3.01,1.00
unreasoned,18,18,0.02,10.83,2.50,1.00
updraft,19,18,0.16,10.83,3.22,0.95
volunteerism,18,18,0.02,10.83,3.33,1.00
watercolorist,20,18,0.04,10.83,3.63,0.90
wheedle,19,12,0.10,10.83,2.89,0.63
birch,22,21,1.55,10.84,4.29,0.95
forewarning,21,21,0.02,10.84,2.82,1.00
pelt,22,21,0.94,10.84,5.04,0.95
absentminded,19,19,0.06,10.84,3.11,1.00
ascending,19,19,0.69,10.84,3.00,1.00
attain,19,19,0.92,10.84,3.91,1.00
beneficial,19,19,0.78,10.84,3.45,1.00
callous,19,19,0.98,10.84,3.48,1.00
campus,19,19,10.71,10.84,2.52,1.00
chairman,19,19,11.86,10.84,3.80,1.00
commentator,19,19,2.73,10.84,2.79,1.00
corporate,19,19,10.22,10.84,2.89,1.00
culinary,19,19,1.20,10.84,4.55,1.00
cunning,19,19,4.06,10.84,3.82,1.00
dappled,20,19,0.04,10.84,3.67,0.95
decipher,19,19,1.71,10.84,2.65,1.00
deduct,20,19,1.08,10.84,3.00,0.95
dickhead,19,19,3.16,10.84,3.15,1.00
disinfection,22,19,0.08,10.84,3.42,0.86
dispersal,20,19,0.45,10.84,3.35,0.95
drainage,19,19,0.90,10.84,3.30,1.00
dutiful,19,19,0.29,10.84,2.32,1.00
earner,19,19,0.35,10.84,3.95,1.00
eligible,19,19,3.31,10.84,3.06,1.00
encore,19,19,2.47,10.84,4.80,1.00
escort,19,19,14.69,10.84,3.62,1.00
estate,19,19,21.10,10.84,2.97,1.00
fiberglass,19,19,0.47,10.84,3.15,1.00
fiesta,19,19,1.25,10.84,4.15,1.00
fleshless,20,19,0.12,10.84,2.36,0.95
gawk,20,19,0.31,10.84,3.48,0.95
gnash,19,19,0.10,10.84,3.20,1.00
hangnail,19,19,0.29,10.84,3.70,1.00
harass,19,19,1.33,10.84,3.44,1.00
hologram,20,19,0.65,10.84,2.81,0.95
horseplayer,20,19,0.12,10.84,3.98,0.95
hurtle,20,19,0.02,10.84,4.11,0.95
impersonal,21,19,0.86,10.84,2.93,0.90
inaccuracy,19,19,0.04,10.84,2.73,1.00
interactive,19,19,0.55,10.84,4.57,1.00
longshot,19,19,0.10,10.84,2.97,1.00
mainlander,20,19,0.20,10.84,2.06,0.95
menacing,19,19,0.55,10.84,3.70,1.00
nauseating,19,19,0.59,10.84,3.40,1.00
obsess,20,19,0.61,10.84,2.12,0.95
ode,19,19,0.80,10.84,3.82,1.00
onscreen,20,19,0.08,10.84,4.43,0.95
papaya,19,19,1.10,10.84,4.39,1.00
questionnaire,19,19,0.78,10.84,3.48,1.00
recurrent,19,19,0.25,10.84,2.52,1.00
referral,19,19,0.55,10.84,2.79,1.00
regimen,19,19,0.78,10.84,2.06,1.00
ripcord,20,19,0.04,10.84,2.34,0.95
rubberneck,21,19,0.06,10.84,3.78,0.90
sensory,19,19,1.08,10.84,2.91,1.00
sober,19,19,10.10,10.84,2.57,1.00
spruce,19,19,1.10,10.84,2.87,1.00
telegrapher,21,19,0.06,10.84,2.71,0.90
timelessness,19,19,0.04,10.84,2.87,1.00
trend,19,19,2.08,10.84,2.65,1.00
tuition,19,19,4.04,10.84,3.15,1.00
undiluted,20,19,0.16,10.84,3.17,0.95
unworthy,19,19,1.90,10.84,4.05,1.00
vermin,19,19,2.37,10.84,3.93,1.00
visibility,19,19,1.20,10.84,3.37,1.00
worsening,19,19,0.18,10.84,3.53,1.00
whereby,21,20,0.73,10.85,3.50,0.95
allied,20,20,2.88,10.85,3.54,1.00
axle,20,20,1.24,10.85,4.50,1.00
believability,20,20,0.08,10.85,3.48,1.00
brute,20,20,3.18,10.85,3.27,1.00
cater,20,20,1.25,10.85,3.33,1.00
columnist,20,20,1.00,10.85,2.13,1.00
conviction,20,20,5.94,10.85,2.96,1.00
cougher,18,13,0.02,10.85,3.36,0.72
cud,20,13,0.25,10.85,3.76,0.65
default,20,20,1.00,10.85,3.66,1.00
foreground,20,20,0.43,10.85,3.75,1.00
gad,18,13,0.51,10.85,3.46,0.72
inkstand,20,13,#N/A,10.85,3.56,0.65
intercooler,20,13,0.02,10.85,4.51,0.65
kink,20,20,0.67,10.85,3.20,1.00
negotiate,21,20,6.71,10.85,3.30,0.95
offender,20,20,2.75,10.85,2.87,1.00
overview,20,20,0.43,10.85,2.08,1.00
pincer,18,13,0.25,10.85,4.12,0.72
pirouette,21,13,0.29,10.85,3.63,0.62
sewerage,18,13,0.02,10.85,2.41,0.72
spunk,20,20,1.33,10.85,4.70,1.00
sterilizer,20,20,0.04,10.85,2.66,1.00
theatrics,21,20,0.61,10.85,2.89,0.95
unconvinced,20,20,0.16,10.85,2.54,1.00
mediterranean,22,22,2.37,10.86,3.11,1.00
afeard,18,7,0.22,10.86,4.30,0.39
awn,18,7,0.02,10.86,4.18,0.39
cockcrow,18,7,0.02,10.86,2.79,0.39
dripper,18,14,0.04,10.86,3.92,0.78
emery,18,14,1.90,10.86,2.93,0.78
epic,21,21,2.35,10.86,3.95,1.00
forsake,21,21,0.90,10.86,2.99,1.00
gazehound,22,7,0.02,10.86,3.80,0.32
heaver,19,14,0.02,10.86,2.51,0.74
mumbo,19,14,1.16,10.86,3.06,0.74
psychical,19,14,0.02,10.86,5.70,0.74
ragout,18,14,0.08,10.86,4.13,0.78
recommendation,21,21,5.06,10.86,3.21,1.00
rivalry,21,21,1.06,10.86,2.82,1.00
topsail,18,14,0.14,10.86,3.98,0.78
visualization,21,21,0.24,10.86,2.59,1.00
whitewall,20,14,#N/A,10.86,3.30,0.70
attractor,18,15,0.08,10.87,3.42,0.83
blackball,19,15,0.16,10.87,3.66,0.79
croaker,19,15,0.35,10.87,2.56,0.79
knoll,18,15,0.53,10.87,3.50,0.83
mil,19,15,2.86,10.87,5.46,0.79
overlong,19,15,0.02,10.87,2.90,0.79
shivery,19,15,0.12,10.87,3.89,0.79
tinkerer,18,15,0.02,10.87,3.50,0.83
wort,19,15,0.37,10.87,3.74,0.79
archives,22,22,2.53,10.88,3.33,1.00
steed,19,17,2.55,10.88,3.73,0.89
underdevelop,22,22,#N/A,10.88,3.32,1.00
amphibious,18,17,0.59,10.88,2.83,0.94
benign,18,16,1.14,10.88,3.36,0.89
clove,18,17,0.51,10.88,3.00,0.94
confederation,18,17,0.27,10.88,2.15,0.94
deprave,19,17,0.06,10.88,1.69,0.89
ditsy,18,17,0.06,10.88,2.83,0.94
groundsman,18,16,0.02,10.88,3.10,0.89
heroin,18,17,9.82,10.88,2.50,0.94
illogic,18,16,0.04,10.88,2.87,0.89
musicale,19,16,0.16,10.88,4.96,0.84
northwesterly,19,17,0.08,10.88,2.50,0.89
opinionated,18,17,0.53,10.88,2.39,0.94
oregano,18,17,0.82,10.88,4.59,0.94
papyrus,19,17,0.08,10.88,2.52,0.89
puffer,19,16,0.29,10.88,3.58,0.84
quartette,20,17,#N/A,10.88,2.52,0.85
rhombus,18,16,0.06,10.88,2.92,0.89
sagebrush,19,17,0.29,10.88,2.85,0.89
sanitarium,18,17,2.25,10.88,2.64,0.94
scarab,18,17,0.31,10.88,3.94,0.94
seascape,19,16,0.06,10.88,3.76,0.84
simpleton,18,16,0.61,10.88,3.52,0.89
snobbery,19,17,0.20,10.88,2.34,0.89
tenderfoot,19,17,0.49,10.88,4.69,0.89
thruster,18,16,0.51,10.88,2.25,0.89
tinplate,18,16,0.10,10.88,3.01,0.89
undeterred,18,17,0.08,10.88,2.03,0.94
urchin,37,33,0.43,10.88,3.41,0.89
washhouse,20,17,#N/A,10.88,2.45,0.85
wharf,37,32,1.27,10.88,3.29,0.86
wily,19,17,0.63,10.88,3.84,0.89
windscreen,18,17,0.27,10.88,3.02,0.94
woo,18,17,6.73,10.88,3.67,0.94
advancement,20,19,1.24,10.89,3.14,0.95
affordability,19,19,0.02,10.89,3.46,1.00
agonizing,18,18,0.71,10.89,3.31,1.00
awakening,18,18,1.24,10.89,3.14,1.00
balmy,19,18,0.57,10.89,3.76,0.95
barefaced,19,19,0.08,10.89,3.67,1.00
berserk,18,18,1.37,10.89,3.39,1.00
billing,19,19,1.98,10.89,3.60,1.00
blowgun,19,19,0.06,10.89,3.49,1.00
bookish,21,18,0.18,10.89,3.18,0.86
burglarize,18,18,0.06,10.89,3.38,1.00
bustling,20,18,0.27,10.89,3.16,0.90
callback,19,19,0.86,10.89,3.21,1.00
caress,18,18,1.35,10.89,2.74,1.00
ceremonial,18,18,1.37,10.89,3.03,1.00
charmless,18,18,0.06,10.89,4.46,1.00
civil,18,18,15.94,10.89,2.63,1.00
clamp,19,19,6.86,10.89,4.43,1.00
combustible,20,19,0.35,10.89,2.13,0.95
contradict,18,18,1.35,10.89,2.22,1.00
conversational,19,19,0.53,10.89,2.38,1.00
coordinate,18,18,2.55,10.89,3.08,1.00
copywriter,19,19,0.18,10.89,3.67,1.00
coverage,18,18,6.24,10.89,3.22,1.00
crepe,19,19,0.82,10.89,4.42,1.00
cue,18,18,7.78,10.89,4.09,1.00
decor,19,19,1.02,10.89,3.77,1.00
deduction,18,18,1.71,10.89,3.48,1.00
despicable,19,19,2.10,10.89,4.25,1.00
dick,18,18,53.00,10.89,2.99,1.00
dignified,19,19,2.69,10.89,2.98,1.00
diplomacy,19,19,1.59,10.89,2.42,1.00
discrimination,18,18,2.18,10.89,2.35,1.00
dismantle,18,18,0.90,10.89,2.72,1.00
disorganize,19,19,0.04,10.89,2.49,1.00
ego,18,18,7.49,10.89,2.97,1.00
electrification,20,19,0.02,10.89,2.31,0.95
engrave,19,19,0.29,10.89,2.77,1.00
enrich,18,18,0.27,10.89,3.32,1.00
erector,20,18,0.14,10.89,4.01,0.90
ethnic,18,18,1.78,10.89,2.63,1.00
excavation,19,19,0.63,10.89,2.23,1.00
expo,19,19,0.39,10.89,5.09,1.00
filmgoer,18,18,0.04,10.89,3.69,1.00
forehand,20,19,0.10,10.89,2.90,0.95
frontal,19,19,1.88,10.89,3.30,1.00
fucker,19,19,13.16,10.89,3.67,1.00
gearshift,19,19,0.22,10.89,4.23,1.00
hookworm,19,18,0.06,10.89,2.56,0.95
hoopskirt,21,18,0.02,10.89,4.10,0.86
injustice,18,18,3.20,10.89,3.50,1.00
intermission,18,18,1.35,10.89,2.97,1.00
irresistibility,20,19,0.02,10.89,3.23,0.95
latecomer,18,18,0.02,10.89,2.42,1.00
likelihood,19,19,1.14,10.89,3.30,1.00
lingo,18,18,1.16,10.89,2.27,1.00
livelihood,18,18,1.49,10.89,3.23,1.00
malformed,18,18,0.14,10.89,3.79,1.00
marijuana,18,18,5.31,10.89,2.19,1.00
melodramatic,19,18,1.22,10.89,3.12,0.95
middleman,19,19,0.80,10.89,3.63,1.00
midst,20,19,3.43,10.89,3.70,0.95
midwife,19,19,0.57,10.89,3.28,1.00
minimize,19,19,1.06,10.89,3.31,1.00
mirage,18,18,1.55,10.89,2.97,1.00
misguide,19,19,0.02,10.89,2.26,1.00
modesty,18,18,1.76,10.89,4.10,1.00
motoring,20,19,0.31,10.89,3.75,0.95
nonnegotiable,18,18,0.31,10.89,2.32,1.00
obsessive,18,18,1.76,10.89,2.42,1.00
occupation,19,19,4.12,10.89,2.98,1.00
optimist,19,19,1.53,10.89,3.40,1.00
outfox,21,18,0.04,10.89,2.83,0.86
overshoot,19,19,0.14,10.89,3.26,1.00
partake,18,18,0.96,10.89,3.51,1.00
pelvic,19,19,1.53,10.89,2.71,1.00
pentagram,18,18,0.96,10.89,3.32,1.00
persistent,18,18,2.59,10.89,2.27,1.00
polisher,18,18,0.10,10.89,3.48,1.00
popularize,18,18,0.02,10.89,3.91,1.00
practicality,19,19,0.14,10.89,3.35,1.00
predictive,18,18,0.18,10.89,2.97,1.00
producer,18,18,12.47,10.89,2.63,1.00
professor,19,19,69.57,10.89,4.77,1.00
promptness,19,19,0.12,10.89,3.18,1.00
publication,18,18,1.76,10.89,3.55,1.00
purification,19,19,0.49,10.89,2.81,1.00
queasiness,18,18,0.02,10.89,3.82,1.00
racial,19,19,3.12,10.89,3.75,1.00
raspy,20,19,0.16,10.89,2.51,0.95
redemption,19,19,2.20,10.89,3.31,1.00
redraw,19,18,0.14,10.89,3.80,0.95
replenishment,18,18,0.02,10.89,2.91,1.00
restorer,18,18,0.22,10.89,3.07,1.00
rubdown,20,19,0.61,10.89,3.97,0.95
sanitize,19,19,0.14,10.89,3.11,1.00
sanitizer,19,19,0.02,10.89,3.30,1.00
seabed,19,18,0.08,10.89,3.20,0.95
smokehouse,18,18,0.35,10.89,3.58,1.00
smokescreen,19,18,0.16,10.89,3.34,0.95
spectator,19,19,0.90,10.89,2.92,1.00
speechmaker,20,19,0.08,10.89,3.46,0.95
spiteful,18,18,0.75,10.89,3.36,1.00
stability,19,19,1.76,10.89,3.71,1.00
stiffener,21,19,0.08,10.89,4.01,0.90
stockpile,19,19,0.41,10.89,3.45,1.00
strategist,19,19,0.41,10.89,3.26,1.00
survivable,19,19,0.04,10.89,3.28,1.00
swaddling,20,18,0.20,10.89,5.35,0.90
synthesizer,19,18,0.53,10.89,3.34,0.95
temperament,18,18,1.16,10.89,2.83,1.00
therapist,19,19,9.51,10.89,4.65,1.00
undeniable,18,18,0.96,10.89,2.97,1.00
undergo,18,18,0.82,10.89,2.74,1.00
undue,18,18,0.57,10.89,3.10,1.00
unreported,18,18,0.18,10.89,3.60,1.00
unrepresented,18,18,0.04,10.89,3.55,1.00
unwelcoming,19,18,0.02,10.89,4.68,0.95
vampirism,21,18,0.14,10.89,3.08,0.86
wedlock,18,18,1.06,10.89,3.61,1.00
wordy,19,19,0.16,10.89,3.21,1.00
zit,19,19,1.02,10.89,3.33,1.00
airspeed,20,20,0.47,10.90,3.92,1.00
apparatus,20,20,1.51,10.90,2.20,1.00
backslapper,20,20,0.02,10.90,2.07,1.00
biologist,20,20,1.25,10.90,2.49,1.00
boldfaced,20,20,0.02,10.90,3.32,1.00
clabber,19,10,0.02,10.90,3.35,0.53
consequent,21,20,0.10,10.90,3.52,0.95
contaminate,20,20,0.71,10.90,2.63,1.00
dismay,20,20,0.45,10.90,3.02,1.00
ethical,20,20,2.73,10.90,2.57,1.00
gasket,20,20,0.67,10.90,3.08,1.00
glamorize,20,20,0.02,10.90,2.34,1.00
greaves,18,10,0.02,10.90,4.09,0.56
headliner,20,20,0.43,10.90,3.77,1.00
incline,20,20,0.37,10.90,2.86,1.00
intellectual,21,21,4.59,10.90,3.63,1.00
massage,20,20,11.08,10.90,3.67,1.00
mindful,20,20,0.49,10.90,2.90,1.00
minestrone,20,20,0.10,10.90,5.34,1.00
neighboring,20,20,0.75,10.90,3.28,1.00
nonlinear,22,21,0.04,10.90,1.95,0.95
omit,20,20,0.27,10.90,2.40,1.00
persuasion,20,20,1.96,10.90,3.04,1.00
promotional,20,20,0.76,10.90,2.95,1.00
publicity,20,20,10.47,10.90,2.69,1.00
purposefulness,21,20,0.04,10.90,3.68,0.95
resourcefulness,21,21,0.25,10.90,3.27,1.00
hale,21,20,1.73,10.90,3.69,0.95
helm,21,20,5.35,10.90,3.58,0.95
dynamiter,19,11,0.08,10.91,4.06,0.58
paperless,35,35,0.06,10.91,4.46,1.00
quackery,18,11,0.04,10.91,3.48,0.61
warble,18,11,0.20,10.91,5.20,0.61
proceedings,22,21,2.86,10.91,2.32,0.95
bullyboy,18,12,0.02,10.92,2.87,0.67
chucker,18,13,0.02,10.92,4.82,0.72
deplane,18,12,0.04,10.92,3.40,0.67
downstate,19,12,0.45,10.92,3.34,0.63
glair,18,12,0.02,10.92,3.96,0.67
hatpin,19,12,0.14,10.92,4.44,0.63
shire,18,13,0.86,10.92,3.09,0.72
violator,37,37,0.18,10.92,2.54,1.00
billowy,19,15,0.06,10.93,3.22,0.79
bode,18,14,0.47,10.93,3.56,0.78
dustman,19,14,0.08,10.93,3.87,0.74
flue,20,15,0.41,10.93,3.81,0.75
hooky,18,15,0.84,10.93,3.01,0.83
insanitary,19,15,0.02,10.93,3.24,0.79
mutable,18,15,0.06,10.93,3.08,0.83
outrange,19,14,0.02,10.93,3.25,0.74
pimiento,18,14,0.02,10.93,4.43,0.78
resole,20,14,0.02,10.93,3.77,0.70
rumpus,18,15,0.67,10.93,4.65,0.83
sheath,18,14,0.49,10.93,3.10,0.78
unbridled,18,15,0.59,10.93,3.90,0.83
garland,22,22,2.18,10.93,4.45,1.00
intrigued,22,22,1.76,10.93,3.58,1.00
absorption,19,18,0.35,10.94,2.60,0.95
affair,18,18,29.45,10.94,3.08,1.00
aka,19,18,1.02,10.94,4.01,0.95
arrestment,18,16,0.02,10.94,2.59,0.89
badminton,18,16,0.37,10.94,4.01,0.89
bauble,20,16,0.43,10.94,2.91,0.80
birthing,18,17,0.55,10.94,4.10,0.94
blamer,20,18,0.02,10.94,3.59,0.90
bleak,19,18,1.08,10.94,3.33,0.95
broker,18,18,3.63,10.94,3.33,1.00
carless,19,18,0.02,10.94,2.88,0.95
cartilage,18,17,0.73,10.94,2.44,0.94
clinch,19,18,0.67,10.94,4.32,0.95
coincidental,18,18,0.82,10.94,2.51,1.00
comedic,18,18,0.12,10.94,4.08,1.00
conscientiousness,18,16,0.02,10.94,3.19,0.89
cosmonaut,21,16,0.16,10.94,3.47,0.76
daintiness,19,18,0.06,10.94,2.69,0.95
deathtrap,18,18,0.20,10.94,3.33,1.00
dethrone,18,18,0.10,10.94,3.54,1.00
eagerness,18,18,0.25,10.94,3.37,1.00
escalate,18,18,0.71,10.94,3.15,1.00
evangelist,18,18,0.12,10.94,4.62,1.00
exuberant,19,18,0.24,10.94,2.84,0.95
fantastical,18,18,0.27,10.94,3.59,1.00
fencing,18,18,1.37,10.94,2.62,1.00
flourish,18,18,0.80,10.94,2.36,1.00
foundation,18,18,14.51,10.94,2.62,1.00
freeloader,19,18,0.16,10.94,2.46,0.95
gamekeeper,18,16,0.22,10.94,3.00,0.89
gimmicky,18,17,0.08,10.94,2.97,0.94
girth,18,17,0.43,10.94,3.53,0.94
gleeful,18,18,0.14,10.94,4.71,1.00
grad,18,18,2.90,10.94,3.11,1.00
gripper,18,17,0.14,10.94,2.73,0.94
handover,19,17,0.08,10.94,3.93,0.89
helipad,19,18,0.41,10.94,3.21,0.95
highlander,20,17,0.24,10.94,4.79,0.85
hyperthermia,18,17,0.02,10.94,2.95,0.94
hysterical,18,18,7.10,10.94,2.65,1.00
illegality,18,16,0.08,10.94,4.61,0.89
inaccessible,18,18,0.39,10.94,2.80,1.00
inflexibility,18,18,0.02,10.94,2.69,1.00
irrigation,18,18,0.84,10.94,2.62,1.00
jaunty,18,16,0.18,10.94,2.72,0.89
largemouth,19,17,0.06,10.94,4.92,0.89
legislation,18,16,1.02,10.94,2.11,0.89
