Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,word,word_clean,wn_pos,wn_lexname,wn_lex_clean,wn_level1,wn_level2,wn_level1_name,wn_level2_name
bantling,21,1,#N/A,2,NA,0.05,bantling,bantling,NA,NA,NA,NA,NA,NA,NA
pyjamas,22,9,1.76,5.78,1.86,0.41,pyjamas,pyjamas,n,noun.artifact,artifact,trouser.n.01,garment.n.01,trouser,garment
miaow,19,9,0.06,6.19,3.23,0.47,miaow,miaow,n,noun.event,event,cry.n.05,sound.n.04,cry,sound
fink,19,11,4.04,7.27,1.19,0.58,fink,fink,n,noun.person,person,informer.n.01,informant.n.01,informer,informant
tock,18,12,0.92,6.5,3.66,0.67,tock,tock,NA,NA,NA,NA,NA,NA,NA
dormouse,19,12,0.1,7.75,2.53,0.63,dormouse,dormouse,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
trainman,20,13,0.14,6.92,2.53,0.65,trainman,trainman,n,noun.person,person,employee.n.01,worker.n.01,employee,worker
liquorish,18,13,0.02,7,2.74,0.72,liquorish,liquorish,NA,NA,NA,NA,NA,NA,NA
beardy,18,13,0.02,7.23,1.74,0.72,beardy,beardy,NA,NA,NA,NA,NA,NA,NA
mammy,18,13,2.33,7.62,3.57,0.72,mammy,mammy,n,noun.person,person,nanny.n.01,keeper.n.01,nanny,keeper
eggcup,18,13,0.02,7.69,3.5,0.72,eggcup,eggcup,n,noun.artifact,artifact,crockery.n.01,tableware.n.01,crockery,tableware
footy,21,13,0.04,7.92,3.62,0.62,footy,footy,NA,NA,NA,NA,NA,NA,NA
gabber,19,13,0.02,7.92,3.12,0.68,gabber,gabber,NA,NA,NA,NA,NA,NA,NA
weeny,20,13,0.16,7.92,2.25,0.65,weeny,weeny,a,adj.all,all,NA,NA,NA,NA
bam,18,14,7.08,5.5,2.85,0.78,bam,bam,n,noun.location,location,NA,NA,NA,NA
bogyman,19,14,0.02,5.57,3.27,0.74,bogyman,bogyman,NA,NA,NA,NA,NA,NA,NA
sunshiny,18,14,0.22,6.21,2.99,0.78,sunshiny,sunshiny,NA,NA,NA,NA,NA,NA,NA
cheep,19,14,0.12,6.64,4.14,0.74,cheep,cheep,n,noun.event,event,cry.n.05,sound.n.04,cry,sound
totter,18,14,0.04,7.07,3.08,0.78,totter,totter,v,verb.motion,motion,rock.v.01,move_back_and_forth.v.01,rock,move_back_and_forth
cinder,18,14,0.76,7.57,3.98,0.78,cinder,cinder,n,noun.object,object,fragment.n.01,part.n.03,fragment,part
hayloft,18,14,0.24,7.57,3.11,0.78,hayloft,hayloft,n,noun.artifact,artifact,loft.n.02,floor.n.02,loft,floor
jokey,19,14,0.08,7.64,2.95,0.74,jokey,jokey,NA,NA,NA,NA,NA,NA,NA
blobby,19,14,0.1,7.79,2.83,0.74,blobby,blobby,NA,NA,NA,NA,NA,NA,NA
bucko,19,14,0.63,7.79,3.81,0.74,bucko,bucko,NA,NA,NA,NA,NA,NA,NA
rick,21,14,26.2,7.8,4.39,0.67,rick,rick,n,noun.state,state,spasm.n.01,symptom.n.01,spasm,symptom
campout,18,15,0.16,6.27,3.31,0.83,campout,campout,NA,NA,NA,NA,NA,NA,NA
wriggle,18,15,0.41,6.47,2.95,0.83,wriggle,wriggle,n,noun.act,act,motion.n.03,change.n.03,motion,change
orangey,18,15,0.02,7.07,4.1,0.83,orangey,orangey,NA,NA,NA,NA,NA,NA,NA
skittle,18,15,0.02,7.07,3.35,0.83,skittle,skittle,n,noun.artifact,artifact,bowling_pin.n.01,bowling_equipment.n.01,bowling_pin,bowling_equipment
neigh,18,15,0.24,7.2,3.73,0.83,neigh,neigh,n,noun.event,event,cry.n.05,sound.n.04,cry,sound
bumble,18,15,0.24,7.27,3.69,0.83,bumble,bumble,v,verb.social,social,fail.v.02,NA,fail,NA
popeyed,19,15,#N/A,7.27,2.19,0.79,popeyed,popeyed,a,adj.all,all,NA,NA,NA,NA
biggish,19,15,0.02,7.33,2.82,0.79,biggish,biggish,a,adj.all,all,NA,NA,NA,NA
singsong,19,15,0.18,7.67,3.15,0.79,singsong,singsong,n,noun.communication,communication,intonation.n.01,prosody.n.01,intonation,prosody
walkaway,19,15,0.04,7.73,2.69,0.79,walkaway,walkaway,n,noun.event,event,victory.n.01,success.n.01,victory,success
polliwog,22,15,0.02,7.8,2.91,0.68,polliwog,polliwog,n,noun.animal,animal,larva.n.01,animal.n.01,larva,animal
puffball,19,15,0.08,7.87,3.87,0.79,puffball,puffball,n,noun.plant,plant,fungus.n.01,organism.n.01,fungus,organism
leafy,18,16,0.47,5.62,2.55,0.89,leafy,leafy,a,adj.all,all,NA,NA,NA,NA
bagful,19,16,0.1,5.75,2.14,0.84,bagful,bagful,n,noun.quantity,quantity,containerful.n.01,indefinite_quantity.n.01,containerful,indefinite_quantity
smack,18,16,9.51,5.94,5.16,0.89,smack,smack,n,noun.event,event,blow.n.02,impact.n.01,blow,impact
doodah,18,16,0.02,6.12,2.85,0.89,doodah,doodah,NA,NA,NA,NA,NA,NA,NA
kazoo,18,16,0.61,6.25,2.91,0.89,kazoo,kazoo,n,noun.artifact,artifact,wind_instrument.n.01,musical_instrument.n.01,wind_instrument,musical_instrument
bop,19,16,1.84,6.31,2.77,0.84,bop,bop,n,noun.group,group,law_enforcement_agency.n.01,agency.n.01,law_enforcement_agency,agency
snug,18,16,1.43,6.38,2.7,0.89,snug,snug,n,noun.artifact,artifact,room.n.01,area.n.05,room,area
chooser,18,16,0.04,6.56,3.24,0.89,chooser,chooser,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
uncombed,18,16,0.08,6.56,2.97,0.89,uncombed,uncombed,a,adj.all,all,NA,NA,NA,NA
goopy,20,16,0.1,6.75,3.55,0.8,goopy,goopy,NA,NA,NA,NA,NA,NA,NA
purplish,18,16,0.02,6.88,2.66,0.89,purplish,purplish,a,adj.all,all,NA,NA,NA,NA
kerchief,19,16,0.37,6.94,2.52,0.84,kerchief,kerchief,n,noun.artifact,artifact,scarf.n.01,garment.n.01,scarf,garment
longhair,19,16,0.08,6.94,5.37,0.84,longhair,longhair,NA,NA,NA,NA,NA,NA,NA
anthill,18,16,0.57,7,2.94,0.89,anthill,anthill,n,noun.object,object,knoll.n.01,hill.n.01,knoll,hill
drainer,19,16,0.02,7,2.61,0.84,drainer,drainer,NA,NA,NA,NA,NA,NA,NA
boater,18,16,0.02,7.06,3.43,0.89,boater,boater,n,noun.artifact,artifact,hat.n.01,headdress.n.01,hat,headdress
gerbil,18,16,0.75,7.06,3.09,0.89,gerbil,gerbil,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
goop,19,16,0.69,7.12,3.56,0.84,goop,goop,n,noun.substance,substance,matter.n.03,physical_entity.n.01,matter,physical_entity
teensy,18,16,0.47,7.12,3.9,0.89,teensy,teensy,a,adj.all,all,NA,NA,NA,NA
laugher,19,16,0.08,7.25,3.07,0.84,laugher,laugher,n,noun.person,person,person.n.01,causal_agent.n.01,person,causal_agent
teeter,19,16,0.1,7.25,2.49,0.84,teeter,teeter,n,noun.artifact,artifact,plaything.n.01,artifact.n.01,plaything,artifact
handcart,18,16,0.08,7.31,1.85,0.89,handcart,handcart,n,noun.artifact,artifact,wheeled_vehicle.n.01,container.n.01,wheeled_vehicle,container
poky,19,16,0.1,7.31,2.6,0.84,poky,poky,n,noun.artifact,artifact,correctional_institution.n.01,penal_institution.n.01,correctional_institution,penal_institution
bitty,19,16,1.78,7.44,4.63,0.84,bitty,bitty,a,adj.all,all,NA,NA,NA,NA
ducky,18,16,1.96,7.44,4.93,0.89,ducky,ducky,n,noun.person,person,lover.n.01,person.n.01,lover,person
ref,18,16,2.53,7.5,2.31,0.89,ref,ref,n,noun.person,person,official.n.02,adjudicator.n.01,official,adjudicator
curler,18,16,0.1,7.62,3.54,0.89,curler,curler,n,noun.artifact,artifact,mechanical_device.n.01,mechanism.n.05,mechanical_device,mechanism
bendy,18,16,0.22,7.69,3.46,0.89,bendy,bendy,NA,NA,NA,NA,NA,NA,NA
giggler,18,16,0.08,7.69,2.33,0.89,giggler,giggler,n,noun.person,person,laugher.n.01,person.n.01,laugher,person
goddamn,18,16,114.02,7.69,3.07,0.89,goddamn,goddamn,a,adj.all,all,NA,NA,NA,NA
shinny,19,16,0.06,7.69,5.12,0.84,shinny,shinny,n,noun.act,act,field_hockey.n.01,field_game.n.01,field_hockey,field_game
squishier,19,16,0.02,7.75,4.02,0.84,squishier,squishier,NA,NA,NA,NA,NA,NA,NA
teethe,19,16,0.02,7.81,3.97,0.84,teethe,teethe,v,verb.body,body,grow.v.08,change.v.02,grow,change
ditz,18,16,0.12,7.88,3.03,0.89,ditz,ditz,NA,NA,NA,NA,NA,NA,NA
holiness,18,16,3.12,7.88,4.18,0.89,holiness,holiness,n,noun.attribute,attribute,quality.n.01,attribute.n.02,quality,attribute
firebug,18,16,0.24,7.94,2.91,0.89,firebug,firebug,n,noun.person,person,criminal.n.01,principal.n.05,criminal,principal
spaniel,19,16,0.84,7.94,1.98,0.84,spaniel,spaniel,n,noun.animal,animal,sporting_dog.n.01,hunting_dog.n.01,sporting_dog,hunting_dog
yoke,20,16,0.43,7.94,4.19,0.8,yoke,yoke,n,noun.artifact,artifact,fabric.n.01,artifact.n.01,fabric,artifact
boohoo,19,17,0.1,4.29,1.9,0.89,boohoo,boohoo,NA,NA,NA,NA,NA,NA,NA
bowwow,19,17,0.06,4.29,2.76,0.89,bowwow,bowwow,NA,NA,NA,NA,NA,NA,NA
nana,18,17,3.96,4.29,5.05,0.94,nana,nana,NA,NA,NA,NA,NA,NA,NA
playpen,18,17,0.69,4.41,2.29,0.94,playpen,playpen,n,noun.artifact,artifact,enclosure.n.01,area.n.05,enclosure,area
pa,22,17,23.88,4.6,2.82,0.77,pa,pa,n,noun.person,person,father.n.01,parent.n.01,father,parent
walrus,18,17,1.12,5.06,1.6,0.94,walrus,walrus,n,noun.animal,animal,pinniped_mammal.n.01,aquatic_mammal.n.01,pinniped_mammal,aquatic_mammal
hiccup,18,17,0.53,5.35,2.42,0.94,hiccup,hiccup,n,noun.state,state,reflex.n.01,reaction.n.03,reflex,reaction
leapfrog,18,17,0.35,5.41,2.76,0.94,leapfrog,leapfrog,n,noun.act,act,progress.n.02,motion.n.06,progress,motion
otter,19,17,1.35,5.47,2.48,0.89,otter,otter,n,noun.substance,substance,fur.n.01,animal_skin.n.01,fur,animal_skin
gumdrop,18,17,0.16,5.53,1.91,0.94,gumdrop,gumdrop,n,noun.food,food,candy.n.01,sweet.n.03,candy,sweet
tepee,18,17,0.53,5.65,2.62,0.94,tepee,tepee,n,noun.artifact,artifact,lodge.n.05,dwelling.n.01,lodge,dwelling
horsey,18,17,0.82,5.71,4,0.94,horsey,horsey,NA,NA,NA,NA,NA,NA,NA
smiley,18,17,2.14,5.71,3.84,0.94,smiley,smiley,n,noun.communication,communication,emoticon.n.01,facial_expression.n.01,emoticon,facial_expression
schoolbag,18,17,0.12,5.76,1.35,0.94,schoolbag,schoolbag,n,noun.artifact,artifact,bag.n.01,container.n.01,bag,container
thingy,18,17,2.86,5.76,3.7,0.94,thingy,thingy,NA,NA,NA,NA,NA,NA,NA
tortoise,18,17,1.12,5.88,2.34,0.94,tortoise,tortoise,n,noun.animal,animal,turtle.n.02,chelonian.n.01,turtle,chelonian
pant,18,17,0.96,5.94,3.11,0.94,pant,pant,n,noun.event,event,noise.n.01,sound.n.04,noise,sound
wrist,18,17,10.33,5.94,2.44,0.94,wrist,wrist,n,noun.body,body,gliding_joint.n.01,synovial_joint.n.01,gliding_joint,synovial_joint
meaty,18,17,0.35,6,2.4,0.94,meaty,meaty,a,adj.all,all,NA,NA,NA,NA
slug,18,17,4.96,6,2.76,0.94,slug,slug,n,noun.artifact,artifact,projectile.n.01,weapon.n.01,projectile,weapon
horsehair,19,17,0.12,6.06,2.05,0.89,horsehair,horsehair,n,noun.substance,substance,animal_fiber.n.01,natural_fiber.n.01,animal_fiber,natural_fiber
workman,18,17,0.78,6.06,1.92,0.94,workman,workman,n,noun.person,person,employee.n.01,worker.n.01,employee,worker
flytrap,18,17,0.2,6.18,2.04,0.94,flytrap,flytrap,n,noun.artifact,artifact,trap.n.01,device.n.01,trap,device
trusty,18,17,1.41,6.24,2.46,0.94,trusty,trusty,n,noun.person,person,convict.n.01,prisoner.n.01,convict,prisoner
fistful,18,17,0.59,6.29,2.34,0.94,fistful,fistful,n,noun.quantity,quantity,containerful.n.01,indefinite_quantity.n.01,containerful,indefinite_quantity
pigtailed,19,17,0.04,6.29,3.57,0.89,pigtailed,pigtailed,NA,NA,NA,NA,NA,NA,NA
prickly,18,17,0.57,6.29,2.95,0.94,prickly,prickly,a,adj.all,all,NA,NA,NA,NA
carve,18,17,3.1,6.35,1.77,0.94,carve,carve,v,verb.contact,contact,shape.v.02,create_from_raw_material.v.01,shape,create_from_raw_material
cloverleaf,18,17,0.2,6.35,2.03,0.94,cloverleaf,cloverleaf,n,noun.artifact,artifact,interchange.n.01,junction.n.01,interchange,junction
crybaby,18,17,1.31,6.35,4.54,0.94,crybaby,crybaby,n,noun.person,person,weakling.n.01,person.n.01,weakling,person
missy,18,17,8.1,6.35,3.37,0.94,missy,missy,n,noun.person,person,woman.n.01,adult.n.01,woman,adult
paintbox,19,17,0.1,6.35,4.43,0.89,paintbox,paintbox,n,noun.artifact,artifact,box.n.01,container.n.01,box,container
rooster,18,17,3.86,6.41,1.84,0.94,rooster,rooster,n,noun.animal,animal,chicken.n.02,domestic_fowl.n.01,chicken,domestic_fowl
dustpan,18,17,0.25,6.47,2.5,0.94,dustpan,dustpan,n,noun.quantity,quantity,containerful.n.01,indefinite_quantity.n.01,containerful,indefinite_quantity
smallness,18,17,0.04,6.47,2.96,0.94,smallness,smallness,n,noun.attribute,attribute,size.n.01,magnitude.n.01,size,magnitude
twisty,18,17,0.24,6.53,2.94,0.94,twisty,twisty,a,adj.all,all,NA,NA,NA,NA
unpeel,19,17,0.04,6.53,2.6,0.89,unpeel,unpeel,NA,NA,NA,NA,NA,NA,NA
catsup,19,17,0.06,6.65,3.9,0.89,catsup,catsup,n,noun.food,food,condiment.n.01,flavorer.n.01,condiment,flavorer
railway,18,17,1.57,6.65,1.8,0.94,railway,railway,n,noun.artifact,artifact,line.n.23,carrier.n.05,line,carrier
shovelful,19,17,0.08,6.65,2.71,0.89,shovelful,shovelful,n,noun.quantity,quantity,containerful.n.01,indefinite_quantity.n.01,containerful,indefinite_quantity
barrette,18,17,0.16,6.71,4.5,0.94,barrette,barrette,n,noun.artifact,artifact,pin.n.09,fastener.n.02,pin,fastener
kiddy,18,17,0.35,6.71,3.62,0.94,kiddy,kiddy,n,noun.person,person,child.n.01,juvenile.n.01,child,juvenile
realness,18,17,0.02,6.71,2.42,0.94,realness,realness,n,noun.state,state,actuality.n.01,being.n.01,actuality,being
crier,18,17,0.33,6.76,3.82,0.94,crier,crier,n,noun.person,person,unfortunate.n.01,person.n.01,unfortunate,person
mow,18,17,2.29,6.76,2.25,0.94,mow,mow,n,noun.artifact,artifact,loft.n.02,floor.n.02,loft,floor
schoolhouse,18,17,1.12,6.76,2.28,0.94,schoolhouse,schoolhouse,n,noun.artifact,artifact,building.n.01,structure.n.01,building,structure
twinkly,18,17,0.14,6.76,3.36,0.94,twinkly,twinkly,a,adj.all,all,NA,NA,NA,NA
nincompoop,18,17,0.82,6.82,2.1,0.94,nincompoop,nincompoop,n,noun.person,person,simpleton.n.01,person.n.01,simpleton,person
chant,18,17,2.27,6.88,2.76,0.94,chant,chant,n,noun.communication,communication,religious_song.n.01,religious_music.n.01,religious_song,religious_music
cruddy,21,17,0.29,6.88,3.3,0.81,cruddy,cruddy,a,adj.all,all,NA,NA,NA,NA
kisser,18,17,3.41,6.88,2.29,0.94,kisser,kisser,n,noun.person,person,lover.n.01,person.n.01,lover,person
newspaperwoman,18,17,0.16,6.88,2.37,0.94,newspaperwoman,newspaperwoman,n,noun.person,person,journalist.n.01,writer.n.01,journalist,writer
pipsqueak,18,17,0.43,6.88,2.67,0.94,pipsqueak,pipsqueak,NA,NA,NA,NA,NA,NA,NA
stickman,18,17,0.04,6.88,2.8,0.94,stickman,stickman,NA,NA,NA,NA,NA,NA,NA
droopy,18,17,0.51,6.94,2.63,0.94,droopy,droopy,a,adj.all,all,NA,NA,NA,NA
gaga,20,17,1.02,6.94,6.25,0.85,gaga,gaga,a,adj.all,all,NA,NA,NA,NA
stencil,18,17,0.18,6.94,2.05,0.94,stencil,stencil,n,noun.artifact,artifact,sheet.n.06,artifact.n.01,sheet,artifact
goody,18,17,3.55,7,3.46,0.94,goody,goody,n,noun.food,food,nutriment.n.01,food.n.01,nutriment,food
sherbet,18,17,0.57,7,2.18,0.94,sherbet,sherbet,n,noun.food,food,frozen_dessert.n.01,dessert.n.01,frozen_dessert,dessert
sugared,19,17,0.18,7,2.83,0.89,sugared,sugared,v,verb.perception,perception,sweeten.v.01,change_taste.v.01,sweeten,change_taste
syrupy,19,17,0.04,7,3.14,0.89,syrupy,syrupy,a,adj.all,all,NA,NA,NA,NA
underclothing,18,17,0.02,7,3.14,0.94,underclothing,underclothing,n,noun.artifact,artifact,undergarment.n.01,garment.n.01,undergarment,garment
bobcat,18,17,0.39,7.06,3.65,0.94,bobcat,bobcat,n,noun.animal,animal,lynx.n.02,wildcat.n.03,lynx,wildcat
bowlful,19,17,0.06,7.06,2.05,0.89,bowlful,bowlful,n,noun.quantity,quantity,containerful.n.01,indefinite_quantity.n.01,containerful,indefinite_quantity
prayerful,19,17,0.02,7.06,3.68,0.89,prayerful,prayerful,a,adj.all,all,NA,NA,NA,NA
steamship,18,17,0.47,7.06,3.05,0.94,steamship,steamship,n,noun.artifact,artifact,ship.n.01,vessel.n.02,ship,vessel
wreath,18,17,1.06,7.06,3.82,0.94,wreath,wreath,n,noun.artifact,artifact,flower_arrangement.n.01,decoration.n.01,flower_arrangement,decoration
inning,18,17,2.51,7.12,2.06,0.94,inning,inning,n,noun.time,time,part.n.09,concept.n.01,part,concept
largeness,19,17,0.04,7.12,1.96,0.89,largeness,largeness,n,noun.cognition,cognition,intelligence.n.01,ability.n.02,intelligence,ability
flock,18,17,4.65,7.18,2.9,0.94,flock,flock,n,noun.group,group,congregation.n.01,social_group.n.01,congregation,social_group
gunfighter,19,17,1.41,7.18,1.59,0.89,gunfighter,gunfighter,NA,NA,NA,NA,NA,NA,NA
salami,18,17,2.24,7.18,3.24,0.94,salami,salami,n,noun.food,food,sausage.n.01,meat.n.01,sausage,meat
whiny,18,17,1.02,7.18,3.26,0.94,whiny,whiny,a,adj.all,all,NA,NA,NA,NA
snip,19,17,2.12,7.24,2.88,0.89,snip,snip,n,noun.artifact,artifact,piece.n.01,part.n.02,piece,part
thingamajig,18,17,0.22,7.24,2.73,0.94,thingamajig,thingamajig,n,noun.artifact,artifact,stuff.n.02,object.n.01,stuff,object
watchband,18,17,0.14,7.24,2.77,0.94,watchband,watchband,n,noun.artifact,artifact,band.n.07,strip.n.02,band,strip
feeder,18,17,0.69,7.29,4.34,0.94,feeder,feeder,n,noun.animal,animal,domestic_animal.n.01,animal.n.01,domestic_animal,animal
grouch,18,17,0.47,7.29,3.9,0.94,grouch,grouch,n,noun.person,person,unpleasant_person.n.01,unwelcome_person.n.01,unpleasant_person,unwelcome_person
peddle,18,17,1.06,7.29,3.29,0.94,peddle,peddle,v,verb.possession,possession,deal.v.06,transact.v.01,deal,transact
ruff,19,17,0.53,7.29,4.09,0.89,ruff,ruff,n,noun.body,body,external_body_part.n.01,body_part.n.01,external_body_part,body_part
saber,18,17,0.8,7.29,1.96,0.94,saber,saber,n,noun.artifact,artifact,fencing_sword.n.01,sword.n.01,fencing_sword,sword
soupy,18,17,0.24,7.29,3.37,0.94,soupy,soupy,a,adj.all,all,NA,NA,NA,NA
udder,19,17,0.22,7.29,2.42,0.89,udder,udder,n,noun.animal,animal,mammary_gland.n.01,exocrine_gland.n.01,mammary_gland,exocrine_gland
underarm,18,17,0.08,7.29,3.22,0.94,underarm,underarm,a,adj.all,all,NA,NA,NA,NA
unglued,18,17,0.49,7.29,2.89,0.94,unglued,unglued,NA,NA,NA,NA,NA,NA,NA
difference,18,17,79.73,7.35,2.76,0.94,difference,difference,n,noun.attribute,attribute,quality.n.01,attribute.n.02,quality,attribute
joyous,18,17,1.35,7.35,1.87,0.94,joyous,joyous,a,adj.all,all,NA,NA,NA,NA
lad,18,17,14.43,7.35,2.18,0.94,lad,lad,n,noun.person,person,male.n.02,person.n.01,male,person
pest,18,17,2.86,7.35,2.42,0.94,pest,pest,n,noun.state,state,epidemic_disease.n.01,infectious_disease.n.01,epidemic_disease,infectious_disease
ranch,18,17,17.55,7.35,2.62,0.94,ranch,ranch,n,noun.artifact,artifact,farm.n.01,workplace.n.01,farm,workplace
unworn,19,17,0.02,7.35,2.64,0.89,unworn,unworn,NA,NA,NA,NA,NA,NA,NA
whinny,18,17,0.25,7.35,2.89,0.94,whinny,whinny,n,noun.event,event,cry.n.05,sound.n.04,cry,sound
applejack,19,17,0.57,7.41,3.24,0.89,applejack,applejack,n,noun.food,food,brandy.n.01,liquor.n.01,brandy,liquor
frowner,18,17,0.02,7.41,2.15,0.94,frowner,frowner,NA,NA,NA,NA,NA,NA,NA
glob,19,17,0.12,7.41,3.36,0.89,glob,glob,n,noun.group,group,agglomeration.n.01,collection.n.01,agglomeration,collection
kaleidoscope,18,17,0.29,7.41,3.1,0.94,kaleidoscope,kaleidoscope,n,noun.cognition,cognition,form.n.03,structure.n.03,form,structure
lioness,18,17,0.33,7.41,2.43,0.94,lioness,lioness,n,noun.animal,animal,lion.n.01,big_cat.n.01,lion,big_cat
retie,20,17,0.02,7.41,4.32,0.85,retie,retie,v,verb.contact,contact,tie.v.01,fasten.v.01,tie,fasten
sesame,18,17,1.53,7.41,3.43,0.94,sesame,sesame,n,noun.plant,plant,herb.n.01,vascular_plant.n.01,herb,vascular_plant
busload,19,17,0.47,7.47,2.1,0.89,busload,busload,n,noun.quantity,quantity,large_indefinite_quantity.n.01,indefinite_quantity.n.01,large_indefinite_quantity,indefinite_quantity
crawlers,18,17,0.2,7.47,3.02,0.94,crawlers,crawlers,n,noun.person,person,flatterer.n.01,follower.n.01,flatterer,follower
snowdrop,18,17,0.02,7.47,2.79,0.94,snowdrop,snowdrop,n,noun.plant,plant,anemone.n.01,flower.n.01,anemone,flower
grower,19,17,0.2,7.53,2.7,0.89,grower,grower,n,noun.person,person,farmer.n.01,creator.n.02,farmer,creator
injure,18,17,1,7.53,3.32,0.94,injure,injure,v,verb.body,body,hurt.v.02,indispose.v.03,hurt,indispose
newsboy,18,17,0.27,7.53,2.21,0.94,newsboy,newsboy,n,noun.person,person,deliveryman.n.01,employee.n.01,deliveryman,employee
unsleeping,19,17,0.02,7.53,3.56,0.89,unsleeping,unsleeping,a,adj.all,all,NA,NA,NA,NA
will,18,17,2123.65,7.53,2.87,0.94,will,will,n,noun.cognition,cognition,faculty.n.01,ability.n.02,faculty,ability
complainer,18,17,0.1,7.59,3,0.94,complainer,complainer,n,noun.person,person,unpleasant_person.n.01,unwelcome_person.n.01,unpleasant_person,unwelcome_person
dreamlike,18,17,0.16,7.59,2.55,0.94,dreamlike,dreamlike,a,adj.all,all,NA,NA,NA,NA
eyesight,18,17,1.94,7.59,2.45,0.94,eyesight,eyesight,n,noun.cognition,cognition,sight.n.03,modality.n.03,sight,modality
loony,18,17,2.41,7.59,3.08,0.94,loony,loony,n,noun.person,person,lunatic.n.01,sick_person.n.01,lunatic,sick_person
nab,18,17,0.67,7.59,2.74,0.94,nab,nab,v,verb.contact,contact,tag.v.02,touch.v.01,tag,touch
oilcan,18,17,0.12,7.59,2.79,0.94,oilcan,oilcan,n,noun.artifact,artifact,can.n.01,container.n.01,can,container
deformed,18,17,1.29,7.65,3.08,0.94,deformed,deformed,v,verb.contact,contact,change.v.01,NA,change,NA
peacefulness,18,17,0.14,7.65,2.4,0.94,peacefulness,peacefulness,n,noun.state,state,amity.n.02,peace.n.01,amity,peace
screamer,18,17,1.02,7.65,3.18,0.94,screamer,screamer,n,noun.person,person,communicator.n.01,person.n.01,communicator,person
wont,19,17,1.59,7.65,4.3,0.89,wont,wont,n,noun.cognition,cognition,custom.n.02,practice.n.05,custom,practice
brownish,18,17,0.24,7.71,3.31,0.94,brownish,brownish,a,adj.all,all,NA,NA,NA,NA
cottontail,19,17,0.18,7.71,3.02,0.89,cottontail,cottontail,n,noun.animal,animal,rabbit.n.01,leporid.n.01,rabbit,leporid
crumple,18,17,0.16,7.71,2.73,0.94,crumple,crumple,v,verb.motion,motion,change_integrity.v.01,change.v.02,change_integrity,change
dogsled,18,17,0.04,7.71,1.99,0.94,dogsled,dogsled,n,noun.artifact,artifact,sled.n.01,vehicle.n.01,sled,vehicle
godparent,18,17,0.08,7.71,2.42,0.94,godparent,godparent,n,noun.person,person,patron.n.03,benefactor.n.01,patron,benefactor
inexcusable,18,17,0.84,7.71,2.34,0.94,inexcusable,inexcusable,a,adj.all,all,NA,NA,NA,NA
mound,18,17,1.51,7.71,2.71,0.94,mound,mound,n,noun.artifact,artifact,baseball_equipment.n.01,sports_equipment.n.01,baseball_equipment,sports_equipment
platypus,19,17,0.06,7.71,2.59,0.89,platypus,platypus,n,noun.animal,animal,monotreme.n.01,prototherian.n.01,monotreme,prototherian
sprayer,19,17,0.12,7.71,2.49,0.89,sprayer,sprayer,n,noun.person,person,laborer.n.01,workman.n.01,laborer,workman
deliveryman,18,17,0.14,7.76,3.05,0.94,deliveryman,deliveryman,n,noun.person,person,employee.n.01,worker.n.01,employee,worker
evens,20,17,0.53,7.76,2.33,0.85,evens,evens,n,noun.time,time,day.n.04,time_period.n.01,day,time_period
guestroom,18,17,0.08,7.76,2.36,0.94,guestroom,guestroom,n,noun.artifact,artifact,bedroom.n.01,room.n.01,bedroom,room
housetops,18,17,0.08,7.76,3.15,0.94,housetops,housetops,n,noun.artifact,artifact,roof.n.01,protective_covering.n.01,roof,protective_covering
kart,19,17,0.08,7.76,2.56,0.89,kart,kart,NA,NA,NA,NA,NA,NA,NA
liftoff,18,17,0.65,7.76,3.03,0.94,liftoff,liftoff,n,noun.event,event,rise.n.04,change_of_location.n.01,rise,change_of_location
oversea,18,17,0.04,7.76,3.23,0.94,oversea,oversea,a,adj.all,all,NA,NA,NA,NA
pogo,20,17,0.61,7.76,3.67,0.85,pogo,pogo,NA,NA,NA,NA,NA,NA,NA
tarantula,19,17,0.9,7.76,3.63,0.89,tarantula,tarantula,n,noun.animal,animal,wolf_spider.n.01,spider.n.01,wolf_spider,spider
voyage,18,17,6,7.76,2.25,0.94,voyage,voyage,n,noun.act,act,water_travel.n.01,travel.n.01,water_travel,travel
wilt,18,17,1.82,7.76,2.49,0.94,wilt,wilt,n,noun.state,state,plant_disease.n.01,disease.n.01,plant_disease,disease
reheat,18,17,0.2,7.82,3.41,0.94,reheat,reheat,v,verb.change,change,heat.v.01,change.v.01,heat,change
seacoast,18,17,0.02,7.82,2.4,0.94,seacoast,seacoast,n,noun.object,object,shore.n.01,geological_formation.n.01,shore,geological_formation
sweetshop,18,17,0.02,7.82,2.35,0.94,sweetshop,sweetshop,NA,NA,NA,NA,NA,NA,NA
tapper,19,17,0.04,7.82,2.74,0.89,tapper,tapper,n,noun.person,person,publican.n.01,bartender.n.01,publican,bartender
fruited,19,17,0.14,7.88,2.29,0.89,fruited,fruited,v,verb.creation,creation,NA,NA,NA,NA
gobstopper,18,17,0.02,7.88,2.87,0.94,gobstopper,gobstopper,NA,NA,NA,NA,NA,NA,NA
