Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,word,word_clean,wn_pos,wn_lexname,wn_lex_clean,wn_level1,wn_level2,wn_level1_name,wn_level2_name
egg,19,19,26.04,3.89,1.85,1,egg,egg,n,noun.animal,animal,ovum.n.01,gamete.n.01,ovum,gamete
elephant,20,20,11.37,4.8,1.74,1,elephant,elephant,n,noun.animal,animal,pachyderm.n.01,placental.n.01,pachyderm,placental
elk,19,19,6,7.05,4.68,1,elk,elk,n,noun.animal,animal,deer.n.01,ruminant.n.01,deer,ruminant
entire,18,18,79.8,7.22,2.39,1,entire,entire,n,noun.animal,animal,male_horse.n.01,horse.n.01,male_horse,horse
falcon,19,19,3.31,7.42,2.57,1,falcon,falcon,n,noun.animal,animal,hawk.n.01,bird_of_prey.n.01,hawk,bird_of_prey
feather,18,18,6.63,4.67,1.81,1,feather,feather,n,noun.animal,animal,animal_material.n.01,material.n.01,animal_material,material
feeder,18,17,0.69,7.29,4.34,0.94,feeder,feeder,n,noun.animal,animal,domestic_animal.n.01,animal.n.01,domestic_animal,animal
female,18,18,31.61,5.89,2.35,1,female,female,n,noun.animal,animal,animal.n.01,organism.n.01,animal,organism
firefly,18,18,0.55,6.39,2.25,1,firefly,firefly,n,noun.animal,animal,elaterid_beetle.n.01,beetle.n.01,elaterid_beetle,beetle
fish,19,19,83.49,4.05,1.61,1,fish,fish,n,noun.animal,animal,aquatic_vertebrate.n.01,vertebrate.n.01,aquatic_vertebrate,vertebrate
fishbone,22,22,0.08,7.64,2.19,1,fishbone,fishbone,n,noun.animal,animal,bone.n.01,connective_tissue.n.01,bone,connective_tissue
flamingo,19,19,1.18,6.32,2.71,1,flamingo,flamingo,n,noun.animal,animal,wading_bird.n.01,aquatic_bird.n.01,wading_bird,aquatic_bird
flea,19,19,3.31,7.79,2.97,1,flea,flea,n,noun.animal,animal,ectoparasite.n.01,parasite.n.01,ectoparasite,parasite
fly,19,19,85,3.05,1.18,1,fly,fly,n,noun.animal,animal,dipterous_insect.n.01,insect.n.01,dipterous_insect,insect
flycatcher,20,19,0.04,7.95,1.61,0.95,flycatcher,flycatcher,n,noun.animal,animal,oscine.n.01,passerine.n.01,oscine,passerine
fowl,18,18,0.69,7.89,2.87,1,fowl,fowl,n,noun.animal,animal,gallinaceous_bird.n.01,bird.n.01,gallinaceous_bird,bird
fox,22,22,21.61,5.02,1.78,1,fox,fox,n,noun.animal,animal,canine.n.02,carnivore.n.01,canine,carnivore
frog,19,19,11.82,4.32,1.45,1,frog,frog,n,noun.animal,animal,amphibian.n.03,vertebrate.n.01,amphibian,vertebrate
gator,18,18,3.61,7.61,3.5,1,gator,gator,n,noun.animal,animal,crocodilian_reptile.n.01,diapsid.n.01,crocodilian_reptile,diapsid
gerbil,18,16,0.75,7.06,3.09,0.89,gerbil,gerbil,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
giant,18,18,27.06,4.72,1.45,1,giant,giant,n,noun.animal,animal,animal.n.01,organism.n.01,animal,organism
giraffe,20,20,1.49,5,3.15,1,giraffe,giraffe,n,noun.animal,animal,ruminant.n.01,even-toed_ungulate.n.01,ruminant,even-toed_ungulate
goat,19,19,10.53,5.21,2.07,1,goat,goat,n,noun.animal,animal,bovid.n.01,ruminant.n.01,bovid,ruminant
goldfish,18,18,3.04,4.5,3.43,1,goldfish,goldfish,n,noun.animal,animal,cyprinid.n.01,cypriniform_fish.n.01,cyprinid,cypriniform_fish
goose,20,20,13.04,5.15,2.21,1,goose,goose,n,noun.animal,animal,anseriform_bird.n.01,waterfowl.n.01,anseriform_bird,waterfowl
gorilla,19,19,5.55,5.74,1.91,1,gorilla,gorilla,n,noun.animal,animal,great_ape.n.01,anthropoid_ape.n.01,great_ape,anthropoid_ape
grasshopper,18,18,0.92,5.78,1.7,1,grasshopper,grasshopper,n,noun.animal,animal,orthopterous_insect.n.01,insect.n.01,orthopterous_insect,insect
grizzly,20,20,1.86,7.75,2.79,1,grizzly,grizzly,n,noun.animal,animal,brown_bear.n.01,bear.n.01,brown_bear,bear
groundhog,19,19,1.49,6,1.89,1,groundhog,groundhog,n,noun.animal,animal,marmot.n.01,rodent.n.01,marmot,rodent
hamster,19,19,2.14,4.37,1.67,1,hamster,hamster,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
hare,19,18,3.82,6.78,2.05,0.95,hare,hare,n,noun.animal,animal,leporid.n.01,lagomorph.n.01,leporid,lagomorph
hawk,20,20,12.75,6.74,1.75,1,hawk,hawk,n,noun.animal,animal,bird_of_prey.n.01,bird.n.01,bird_of_prey,bird
hen,18,18,3.2,6.39,2.81,1,hen,hen,n,noun.animal,animal,chicken.n.02,domestic_fowl.n.01,chicken,domestic_fowl
hippopotamus,20,20,0.55,7,2.27,1,hippopotamus,hippopotamus,n,noun.animal,animal,even-toed_ungulate.n.01,ungulate.n.01,even-toed_ungulate,ungulate
honeybee,18,18,0.2,6.22,1.99,1,honeybee,honeybee,n,noun.animal,animal,bee.n.01,hymenopterous_insect.n.01,bee,hymenopterous_insect
hoof,21,21,1.73,6.9,2.51,1,hoof,hoof,n,noun.animal,animal,animal_foot.n.01,vertebrate_foot.n.01,animal_foot,vertebrate_foot
hornet,18,18,1.33,7.28,2.72,1,hornet,hornet,n,noun.animal,animal,vespid.n.01,wasp.n.02,vespid,wasp
horse,20,20,92.88,4.15,1.46,1,horse,horse,n,noun.animal,animal,equine.n.01,odd-toed_ungulate.n.01,equine,odd-toed_ungulate
horseback,18,18,1.86,7,2.81,1,horseback,horseback,n,noun.animal,animal,body_part.n.01,part.n.03,body_part,part
hound,19,19,5.04,5.74,1.97,1,hound,hound,n,noun.animal,animal,hunting_dog.n.01,dog.n.01,hunting_dog,dog
human,18,18,124.76,4.83,1.76,1,human,human,n,noun.animal,animal,hominid.n.01,primate.n.02,hominid,primate
humankind,21,21,0.69,7.81,3.12,1,humankind,humankind,n,noun.animal,animal,homo.n.02,hominid.n.01,homo,hominid
hummingbird,19,19,0.61,6.95,2.91,1,hummingbird,hummingbird,n,noun.animal,animal,apodiform_bird.n.01,bird.n.01,apodiform_bird,bird
hyena,18,18,1.41,6.61,2,1,hyena,hyena,n,noun.animal,animal,canine.n.02,carnivore.n.01,canine,carnivore
iguana,19,18,0.78,7.61,3.31,0.95,iguana,iguana,n,noun.animal,animal,iguanid.n.01,lizard.n.01,iguanid,lizard
inchworm,19,19,0.24,6.63,2.69,1,inchworm,inchworm,n,noun.animal,animal,caterpillar.n.01,larva.n.01,caterpillar,larva
insect,20,20,3.16,4.75,1.83,1,insect,insect,n,noun.animal,animal,arthropod.n.01,invertebrate.n.01,arthropod,invertebrate
jackrabbit,18,18,0.65,7.28,2.52,1,jackrabbit,jackrabbit,n,noun.animal,animal,hare.n.01,leporid.n.01,hare,leporid
jaguar,19,18,2.37,7.78,3.08,0.95,jaguar,jaguar,n,noun.animal,animal,big_cat.n.01,feline.n.01,big_cat,feline
jellyfish,18,18,1.45,6.61,2.89,1,jellyfish,jellyfish,n,noun.animal,animal,siphonophore.n.01,hydrozoan.n.01,siphonophore,hydrozoan
kangaroo,20,20,2.31,5.55,1.93,1,kangaroo,kangaroo,n,noun.animal,animal,marsupial.n.01,metatherian.n.01,marsupial,metatherian
kitten,22,22,4.73,3.64,1.14,1,kitten,kitten,n,noun.animal,animal,young_mammal.n.01,young.n.01,young_mammal,young
koala,19,19,0.61,6,2.49,1,koala,koala,n,noun.animal,animal,phalanger.n.01,marsupial.n.01,phalanger,marsupial
ladybug,19,19,0.39,4.84,2.03,1,ladybug,ladybug,n,noun.animal,animal,beetle.n.01,insect.n.01,beetle,insect
lamb,20,20,10.63,4.15,1.81,1,lamb,lamb,n,noun.animal,animal,young_mammal.n.01,young.n.01,young_mammal,young
leatherjacket,19,18,0.06,7.67,2.47,0.95,leatherjacket,leatherjacket,n,noun.animal,animal,filefish.n.01,plectognath.n.01,filefish,plectognath
leech,19,19,1.75,7.84,2.03,1,leech,leech,n,noun.animal,animal,annelid.n.01,worm.n.01,annelid,worm
lion,19,19,15.35,4.42,1.74,1,lion,lion,n,noun.animal,animal,big_cat.n.01,feline.n.01,big_cat,feline
lioness,18,17,0.33,7.41,2.43,0.94,lioness,lioness,n,noun.animal,animal,lion.n.01,big_cat.n.01,lion,big_cat
livestock,18,18,2,7.89,3.12,1,livestock,livestock,n,noun.animal,animal,placental.n.01,mammal.n.01,placental,mammal
lizard,19,19,4.84,5.42,2.48,1,lizard,lizard,n,noun.animal,animal,saurian.n.01,diapsid.n.01,saurian,diapsid
male,19,19,33.94,5.63,2.17,1,male,male,n,noun.animal,animal,animal.n.01,organism.n.01,animal,organism
mammal,18,18,1.22,7.39,2.93,1,mammal,mammal,n,noun.animal,animal,vertebrate.n.01,chordate.n.01,vertebrate,chordate
mammoth,18,18,0.78,7.72,2.47,1,mammoth,mammoth,n,noun.animal,animal,elephant.n.01,pachyderm.n.01,elephant,pachyderm
mane,20,20,0.59,5.6,2.14,1,mane,mane,n,noun.animal,animal,hair.n.01,body_covering.n.01,hair,body_covering
monkey,19,19,33.51,4.21,1.4,1,monkey,monkey,n,noun.animal,animal,primate.n.02,placental.n.01,primate,placental
moose,18,18,5.53,5.22,1.73,1,moose,moose,n,noun.animal,animal,deer.n.01,ruminant.n.01,deer,ruminant
mosquito,21,21,1.82,6.1,1.7,1,mosquito,mosquito,n,noun.animal,animal,dipterous_insect.n.01,insect.n.01,dipterous_insect,insect
moth,19,19,2.27,5.74,1.76,1,moth,moth,n,noun.animal,animal,lepidopterous_insect.n.01,insect.n.01,lepidopterous_insect,insect
mouse,18,18,19.12,4.94,1.76,1,mouse,mouse,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
mule,20,20,7.02,5.65,1.66,1,mule,mule,n,noun.animal,animal,equine.n.01,odd-toed_ungulate.n.01,equine,odd-toed_ungulate
mutt,18,18,3.96,7.22,2.02,1,mutt,mutt,n,noun.animal,animal,dog.n.01,canine.n.02,dog,canine
newt,19,18,1.33,7.56,2.96,0.95,newt,newt,n,noun.animal,animal,salamander.n.01,amphibian.n.03,salamander,amphibian
orangutan,21,18,0.57,7.83,3.6,0.86,orangutan,orangutan,n,noun.animal,animal,great_ape.n.01,anthropoid_ape.n.01,great_ape,anthropoid_ape
owl,19,19,5.61,6.21,2.66,1,owl,owl,n,noun.animal,animal,bird_of_prey.n.01,bird.n.01,bird_of_prey,bird
ox,18,18,7.78,4.72,1.96,1,ox,ox,n,noun.animal,animal,cattle.n.01,bovine.n.01,cattle,bovine
panda,18,18,2.12,5.67,2.74,1,panda,panda,n,noun.animal,animal,procyonid.n.01,carnivore.n.01,procyonid,carnivore
panther,21,21,2.57,6.67,1.85,1,panther,panther,n,noun.animal,animal,big_cat.n.01,feline.n.01,big_cat,feline
parakeet,19,19,1.08,6.53,3.17,1,parakeet,parakeet,n,noun.animal,animal,parrot.n.01,bird.n.01,parrot,bird
parrot,19,19,3.27,5.58,1.87,1,parrot,parrot,n,noun.animal,animal,bird.n.01,vertebrate.n.01,bird,vertebrate
paw,18,18,3.12,5.89,2.95,1,paw,paw,n,noun.animal,animal,animal_foot.n.01,vertebrate_foot.n.01,animal_foot,vertebrate_foot
peacock,21,21,5.12,5.76,1.8,1,peacock,peacock,n,noun.animal,animal,nymphalid.n.01,butterfly.n.01,nymphalid,butterfly
penguin,22,22,2.88,5.68,2.4,1,penguin,penguin,n,noun.animal,animal,sphenisciform_seabird.n.01,seabird.n.01,sphenisciform_seabird,seabird
pet,19,19,20.18,4.05,1.87,1,pet,pet,n,noun.animal,animal,animal.n.01,organism.n.01,animal,organism
pig,19,19,39.14,3.84,2.03,1,pig,pig,n,noun.animal,animal,swine.n.01,even-toed_ungulate.n.01,swine,even-toed_ungulate
pigeon,19,19,5.9,6.21,2.92,1,pigeon,pigeon,n,noun.animal,animal,columbiform_bird.n.01,gallinaceous_bird.n.01,columbiform_bird,gallinaceous_bird
piggy,18,18,4.41,4.67,2.95,1,piggy,piggy,n,noun.animal,animal,young_mammal.n.01,young.n.01,young_mammal,young
piglet,19,19,2.12,5.68,2.94,1,piglet,piglet,n,noun.animal,animal,young_mammal.n.01,young.n.01,young_mammal,young
platypus,19,17,0.06,7.71,2.59,0.89,platypus,platypus,n,noun.animal,animal,monotreme.n.01,prototherian.n.01,monotreme,prototherian
polliwog,22,15,0.02,7.8,2.91,0.68,polliwog,polliwog,n,noun.animal,animal,larva.n.01,animal.n.01,larva,animal
pony,18,18,8.1,5.39,2.81,1,pony,pony,n,noun.animal,animal,horse.n.01,equine.n.01,horse,equine
pooch,18,18,1.29,7.67,3.31,1,pooch,pooch,n,noun.animal,animal,dog.n.01,canine.n.02,dog,canine
poodle,19,19,2.84,6.53,2.82,1,poodle,poodle,n,noun.animal,animal,dog.n.01,canine.n.02,dog,canine
porcupine,19,19,0.65,6.89,2.64,1,porcupine,porcupine,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
possum,21,18,2.06,6.61,2.93,0.86,possum,possum,n,noun.animal,animal,marsupial.n.01,metatherian.n.01,marsupial,metatherian
pup,19,19,3.22,5.11,3.78,1,pup,pup,n,noun.animal,animal,young_mammal.n.01,young.n.01,young_mammal,young
puppy,18,18,11.45,3.28,1.13,1,puppy,puppy,n,noun.animal,animal,dog.n.01,canine.n.02,dog,canine
python,19,19,1.55,7.89,2.16,1,python,python,n,noun.animal,animal,boa.n.02,constrictor.n.01,boa,constrictor
queen,19,19,54.69,4.42,1.57,1,queen,queen,n,noun.animal,animal,insect.n.01,arthropod.n.01,insect,arthropod
rabbit,18,18,20.94,3.94,1.26,1,rabbit,rabbit,n,noun.animal,animal,leporid.n.01,lagomorph.n.01,leporid,lagomorph
racehorse,18,18,1.16,6.67,3.5,1,racehorse,racehorse,n,noun.animal,animal,horse.n.01,equine.n.01,horse,equine
racoon,22,22,0.2,6.14,3.81,1,racoon,racoon,n,noun.animal,animal,procyonid.n.01,carnivore.n.01,procyonid,carnivore
rat,18,18,32.61,5.11,2.25,1,rat,rat,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
rattler,19,18,0.49,7.06,3.21,0.95,rattler,rattler,n,noun.animal,animal,pit_viper.n.01,viper.n.01,pit_viper,viper
rattlesnake,18,18,1.69,6.78,2.88,1,rattlesnake,rattlesnake,n,noun.animal,animal,pit_viper.n.01,viper.n.01,pit_viper,viper
redbird,19,17,0.04,7.94,3.05,0.89,redbird,redbird,n,noun.animal,animal,tanager.n.01,oscine.n.01,tanager,oscine
reindeer,19,19,3.37,3.58,1.26,1,reindeer,reindeer,n,noun.animal,animal,deer.n.01,ruminant.n.01,deer,ruminant
reptile,19,19,1.41,6.05,2.15,1,reptile,reptile,n,noun.animal,animal,vertebrate.n.01,chordate.n.01,vertebrate,chordate
rhino,19,19,2.08,5.89,1.73,1,rhino,rhino,n,noun.animal,animal,odd-toed_ungulate.n.01,ungulate.n.01,odd-toed_ungulate,ungulate
rhinoceros,18,18,0.75,6,2.83,1,rhinoceros,rhinoceros,n,noun.animal,animal,odd-toed_ungulate.n.01,ungulate.n.01,odd-toed_ungulate,ungulate
roadrunner,19,19,0.41,7.32,3.76,1,roadrunner,roadrunner,n,noun.animal,animal,cuckoo.n.02,cuculiform_bird.n.01,cuckoo,cuculiform_bird
robin,20,20,24.94,6.69,2.15,1,robin,robin,n,noun.animal,animal,thrush.n.03,oscine.n.01,thrush,oscine
rodent,19,19,1.8,6.95,2.2,1,rodent,rodent,n,noun.animal,animal,placental.n.01,mammal.n.01,placental,mammal
rooster,18,17,3.86,6.41,1.84,0.94,rooster,rooster,n,noun.animal,animal,chicken.n.02,domestic_fowl.n.01,chicken,domestic_fowl
salamander,19,18,0.16,6.89,3.16,0.95,salamander,salamander,n,noun.animal,animal,amphibian.n.03,vertebrate.n.01,amphibian,vertebrate
seagull,19,19,1.22,5.42,2.01,1,seagull,seagull,n,noun.animal,animal,larid.n.01,coastal_diving_bird.n.01,larid,coastal_diving_bird
seahorse,18,18,0.14,5.83,3.29,1,seahorse,seahorse,n,noun.animal,animal,pinniped_mammal.n.01,aquatic_mammal.n.01,pinniped_mammal,aquatic_mammal
seashell,18,18,0.31,7.06,3.69,1,seashell,seashell,n,noun.animal,animal,shell.n.10,covering.n.01,shell,covering
seaweed,19,19,1.73,6.74,4,1,seaweed,seaweed,n,noun.animal,animal,alga.n.01,protoctist.n.01,alga,protoctist
shark,19,19,14.98,5.47,1.65,1,shark,shark,n,noun.animal,animal,elasmobranch.n.01,cartilaginous_fish.n.01,elasmobranch,cartilaginous_fish
sheep,20,20,13.43,4.25,1.52,1,sheep,sheep,n,noun.animal,animal,bovid.n.01,ruminant.n.01,bovid,ruminant
sheepdog,19,19,0.53,7.11,1.94,1,sheepdog,sheepdog,n,noun.animal,animal,working_dog.n.01,dog.n.01,working_dog,dog
silkworm,19,19,0.06,7.95,2.48,1,silkworm,silkworm,n,noun.animal,animal,caterpillar.n.01,larva.n.01,caterpillar,larva
snail,19,19,1.76,5.79,2.57,1,snail,snail,n,noun.animal,animal,gastropod.n.01,mollusk.n.01,gastropod,mollusk
snake,20,20,22.35,5.1,2.47,1,snake,snake,n,noun.animal,animal,diapsid.n.01,reptile.n.01,diapsid,reptile
snout,18,18,0.84,6.83,2.62,1,snout,snout,n,noun.animal,animal,nose.n.01,chemoreceptor.n.01,nose,chemoreceptor
songbird,19,19,0.24,7.47,3.56,1,songbird,songbird,n,noun.animal,animal,oscine.n.01,passerine.n.01,oscine,passerine
spaniel,19,16,0.84,7.94,1.98,0.84,spaniel,spaniel,n,noun.animal,animal,sporting_dog.n.01,hunting_dog.n.01,sporting_dog,hunting_dog
sparrow,21,21,2.61,7.49,2.97,1,sparrow,sparrow,n,noun.animal,animal,passerine.n.01,bird.n.01,passerine,bird
spider,21,21,10.1,3.43,1.54,1,spider,spider,n,noun.animal,animal,arachnid.n.01,arthropod.n.01,arachnid,arthropod
squirrel,18,18,5.47,4.44,1.92,1,squirrel,squirrel,n,noun.animal,animal,rodent.n.01,placental.n.01,rodent,placental
starfish,21,21,0.75,5.76,1.89,1,starfish,starfish,n,noun.animal,animal,echinoderm.n.01,invertebrate.n.01,echinoderm,invertebrate
stork,20,20,1.63,7.65,2.32,1,stork,stork,n,noun.animal,animal,wading_bird.n.01,aquatic_bird.n.01,wading_bird,aquatic_bird
stray,19,19,5.33,7.58,2.27,1,stray,stray,n,noun.animal,animal,domestic_animal.n.01,animal.n.01,domestic_animal,animal
swan,20,20,6.82,6.32,2.05,1,swan,swan,n,noun.animal,animal,aquatic_bird.n.01,bird.n.01,aquatic_bird,bird
tadpole,19,19,0.59,6.37,1.86,1,tadpole,tadpole,n,noun.animal,animal,larva.n.01,animal.n.01,larva,animal
tail,20,20,23.9,3.7,1.13,1,tail,tail,n,noun.animal,animal,process.n.05,body_part.n.01,process,body_part
tarantula,19,17,0.9,7.76,3.63,0.89,tarantula,tarantula,n,noun.animal,animal,wolf_spider.n.01,spider.n.01,wolf_spider,spider
termite,18,18,0.75,7.94,2.88,1,termite,termite,n,noun.animal,animal,insect.n.01,arthropod.n.01,insect,arthropod
toad,19,19,5.69,6.11,2.64,1,toad,toad,n,noun.animal,animal,amphibian.n.03,vertebrate.n.01,amphibian,vertebrate
tortoise,18,17,1.12,5.88,2.34,0.94,tortoise,tortoise,n,noun.animal,animal,turtle.n.02,chelonian.n.01,turtle,chelonian
triceratops,18,18,0.04,5.33,1.75,1,triceratops,triceratops,n,noun.animal,animal,ceratopsian.n.01,ornithischian.n.01,ceratopsian,ornithischian
turkey,19,19,22.61,3.95,1.18,1,turkey,turkey,n,noun.animal,animal,domestic_fowl.n.01,gallinaceous_bird.n.01,domestic_fowl,gallinaceous_bird
tyrannosaur,19,19,0.04,6.42,2.55,1,tyrannosaur,tyrannosaur,n,noun.animal,animal,theropod.n.01,saurischian.n.01,theropod,saurischian
tyrannosaurus,20,20,0.39,7.35,3.66,1,tyrannosaurus,tyrannosaurus,n,noun.animal,animal,theropod.n.01,saurischian.n.01,theropod,saurischian
udder,19,17,0.22,7.29,2.42,0.89,udder,udder,n,noun.animal,animal,mammary_gland.n.01,exocrine_gland.n.01,mammary_gland,exocrine_gland
walrus,18,17,1.12,5.06,1.6,0.94,walrus,walrus,n,noun.animal,animal,pinniped_mammal.n.01,aquatic_mammal.n.01,pinniped_mammal,aquatic_mammal
warthog,37,34,0.31,7.82,3.75,0.92,warthog,warthog,n,noun.animal,animal,swine.n.01,even-toed_ungulate.n.01,swine,even-toed_ungulate
wing,19,19,20.24,4.79,1.84,1,wing,wing,n,noun.animal,animal,organ.n.01,body_part.n.01,organ,body_part
wishbone,19,19,0.49,7.16,2.39,1,wishbone,wishbone,n,noun.animal,animal,furcula.n.01,bone.n.01,furcula,bone
wolf,18,18,20.27,4.5,1.79,1,wolf,wolf,n,noun.animal,animal,canine.n.02,carnivore.n.01,canine,carnivore
woodpecker,18,18,0.98,6.5,1.86,1,woodpecker,woodpecker,n,noun.animal,animal,piciform_bird.n.01,bird.n.01,piciform_bird,bird
worm,19,19,10.12,3.89,1.37,1,worm,worm,n,noun.animal,animal,invertebrate.n.01,animal.n.01,invertebrate,animal
young,18,18,243.18,4.61,1.5,1,young,young,n,noun.animal,animal,animal.n.01,organism.n.01,animal,organism
zebra,19,19,2.51,4.79,1.65,1,zebra,zebra,n,noun.animal,animal,equine.n.01,odd-toed_ungulate.n.01,equine,odd-toed_ungulate
addition,21,21,7.75,5.76,2.18,1,addition,addition,n,noun.artifact,artifact,component.n.03,part.n.02,component,part
aircraft,18,18,9.45,7.61,3.33,1,aircraft,aircraft,n,noun.artifact,artifact,craft.n.02,vehicle.n.01,craft,vehicle
airplane,18,18,10.92,3.94,1.55,1,airplane,airplane,n,noun.artifact,artifact,heavier-than-air_craft.n.01,aircraft.n.01,heavier-than-air_craft,aircraft
airport,19,19,38.04,6.84,3.08,1,airport,airport,n,noun.artifact,artifact,airfield.n.01,facility.n.01,airfield,facility
aisle,19,19,7.43,5.95,1.54,1,aisle,aisle,n,noun.artifact,artifact,passage.n.03,way.n.06,passage,way
alley,19,19,16.29,7.26,2.6,1,alley,alley,n,noun.artifact,artifact,street.n.01,thoroughfare.n.01,street,thoroughfare
altar,19,19,5.08,7.16,3.48,1,altar,altar,n,noun.artifact,artifact,table.n.02,furniture.n.01,table,furniture
ambulance,19,19,22.41,6.16,2.19,1,ambulance,ambulance,n,noun.artifact,artifact,car.n.01,motor_vehicle.n.01,car,motor_vehicle
anchor,18,18,7.41,5.72,2.54,1,anchor,anchor,n,noun.artifact,artifact,hook.n.04,mechanical_device.n.01,hook,mechanical_device
antenna,20,20,2.39,7.05,2.82,1,antenna,antenna,n,noun.artifact,artifact,electrical_device.n.01,device.n.01,electrical_device,device
apartment,20,20,83.04,7.8,2.78,1,apartment,apartment,n,noun.artifact,artifact,housing.n.01,structure.n.01,housing,structure
apartments,18,18,4.22,6.56,2.04,1,apartments,apartments,n,noun.artifact,artifact,housing.n.01,structure.n.01,housing,structure
apron,20,20,2.67,6.75,2.24,1,apron,apron,n,noun.artifact,artifact,protective_garment.n.01,clothing.n.01,protective_garment,clothing
aquarium,19,19,2.76,6.84,1.86,1,aquarium,aquarium,n,noun.artifact,artifact,tank.n.02,vessel.n.03,tank,vessel
arcade,19,19,2.18,7.79,2.84,1,arcade,arcade,n,noun.artifact,artifact,passageway.n.01,passage.n.03,passageway,passage
ark,19,18,3.9,7.17,3.33,0.95,ark,ark,n,noun.artifact,artifact,NA,NA,NA,NA
armchair,18,18,0.41,6.56,2.31,1,armchair,armchair,n,noun.artifact,artifact,chair.n.01,seat.n.03,chair,seat
armor,18,18,7.29,7.17,3.13,1,armor,armor,n,noun.artifact,artifact,protective_covering.n.01,covering.n.02,protective_covering,covering
armrest,18,18,0.16,6.56,2.43,1,armrest,armrest,n,noun.artifact,artifact,rest.n.06,support.n.10,rest,support
arms,21,21,59.8,3.74,2.14,1,arms,arms,n,noun.artifact,artifact,instrumentality.n.03,artifact.n.01,instrumentality,artifact
art,19,19,70.8,6.21,2.32,1,art,art,n,noun.artifact,artifact,creation.n.02,artifact.n.01,creation,artifact
ashtray,21,21,3.25,5.95,2.2,1,ashtray,ashtray,n,noun.artifact,artifact,receptacle.n.01,container.n.01,receptacle,container
aspirin,19,19,7.75,7.95,2.39,1,aspirin,aspirin,n,noun.artifact,artifact,analgesic.n.01,medicine.n.02,analgesic,medicine
assembly,18,18,4.8,6.94,1.76,1,assembly,assembly,n,noun.artifact,artifact,machine.n.01,device.n.01,machine,device
attic,20,20,7.84,5.15,1.46,1,attic,attic,n,noun.artifact,artifact,floor.n.02,structure.n.01,floor,structure
auditorium,18,18,1.57,6.94,2.69,1,auditorium,auditorium,n,noun.artifact,artifact,area.n.05,structure.n.01,area,structure
auto,18,18,7.67,7.22,3.41,1,auto,auto,n,noun.artifact,artifact,motor_vehicle.n.01,self-propelled_vehicle.n.01,motor_vehicle,self-propelled_vehicle
automobile,18,18,5.71,7.11,3.01,1,automobile,automobile,n,noun.artifact,artifact,motor_vehicle.n.01,self-propelled_vehicle.n.01,motor_vehicle,self-propelled_vehicle
ax,21,21,4.33,6.32,1.73,1,ax,ax,n,noun.artifact,artifact,edge_tool.n.01,cutter.n.06,edge_tool,cutter
axe,19,19,4.88,6.11,1.49,1,axe,axe,n,noun.artifact,artifact,edge_tool.n.01,cutter.n.06,edge_tool,cutter
backpack,21,21,3.65,5.38,1.94,1,backpack,backpack,n,noun.artifact,artifact,bag.n.01,container.n.01,bag,container
backyard,21,21,7.24,3.38,1.88,1,backyard,backyard,n,noun.artifact,artifact,yard.n.02,field.n.01,yard,field
bag,18,18,94.04,4.28,1.56,1,bag,bag,n,noun.artifact,artifact,container.n.01,instrumentality.n.03,container,instrumentality
baggage,21,21,6.24,7.52,2.36,1,baggage,baggage,n,noun.artifact,artifact,case.n.05,container.n.01,case,container
bakery,19,19,3.51,7.16,2.67,1,bakery,bakery,n,noun.artifact,artifact,shop.n.01,mercantile_establishment.n.01,shop,mercantile_establishment
ball,21,21,104.96,2.9,1.22,1,ball,ball,n,noun.artifact,artifact,game_equipment.n.01,equipment.n.01,game_equipment,equipment
balloon,19,19,8.67,4.37,1.95,1,balloon,balloon,n,noun.artifact,artifact,lighter-than-air_craft.n.01,aircraft.n.01,lighter-than-air_craft,aircraft
ballpark,21,21,1.75,5.24,1.92,1,ballpark,ballpark,n,noun.artifact,artifact,stadium.n.01,structure.n.01,stadium,structure
ballroom,19,19,4.31,7.37,3.15,1,ballroom,ballroom,n,noun.artifact,artifact,room.n.01,area.n.05,room,area
bandage,18,18,2.86,5.94,2.88,1,bandage,bandage,n,noun.artifact,artifact,dressing.n.04,cloth_covering.n.01,dressing,cloth_covering
bar,21,21,85.98,6.9,2.62,1,bar,bar,n,noun.artifact,artifact,room.n.01,area.n.05,room,area
barbershop,18,18,2.12,6.89,2.47,1,barbershop,barbershop,n,noun.artifact,artifact,shop.n.01,mercantile_establishment.n.01,shop,mercantile_establishment
barbwire,19,19,0.04,7.21,1.78,1,barbwire,barbwire,n,noun.artifact,artifact,wire.n.01,ligament.n.02,wire,ligament
barn,18,18,13.59,4.5,1.62,1,barn,barn,n,noun.artifact,artifact,farm_building.n.01,building.n.01,farm_building,building
barnyard,21,21,0.88,5.38,4.07,1,barnyard,barnyard,n,noun.artifact,artifact,yard.n.09,enclosure.n.01,yard,enclosure
barrel,18,18,10.63,7.72,3.92,1,barrel,barrel,n,noun.artifact,artifact,tube.n.01,conduit.n.01,tube,conduit
barrette,18,17,0.16,6.71,4.5,0.94,barrette,barrette,n,noun.artifact,artifact,pin.n.09,fastener.n.02,pin,fastener
